ID,COUNTRY,ISO,ADMIN_LEVEL_NAME,PCODE,REGION,LOG_TYPE,CATEGORY,MEASURE,TARGETED_POP_GROUP,COMMENTS,NON_COMPLIANCE,DATE_IMPLEMENTED,SOURCE,SOURCE_TYPE,LINK,ENTRY_DATE,Alternative source
3745,Algeria,DZA,,,Africa,Introduction / extension of measures,Movement restrictions,International flights suspension,No,Extension on internal travel restrictions announced on 1 April will last from 22 March until 19 April,Not applicable,01/04/2020,International SOS,Other organisations,https://pandemic.internationalsos.com/2019-ncov/ncov-travel-restrictions-flight-operations-and-screening#MYS,03/04/2020,
3746,Algeria,DZA,,,Africa,Introduction / extension of measures,Movement restrictions,Domestic travel restrictions,No,"Suspension of domestic flights, rail links and other types of public transport. All taxis banned countrywide. Rail and public or private/public transport between wilayas has been suspended as well as public transport within urban centres.",Not applicable,01/04/2020,International SOS,Other organisations,https://pandemic.internationalsos.com/2019-ncov/ncov-travel-restrictions-flight-operations-and-screening#MYS,03/04/2020,
41,Angola,AGO,,,Africa,Introduction / extension of measures,Public health measures,Health screenings in airports and border crossings,Yes,"China, South Korea, Iran, and Italy",Not applicable,03/03/2020,US Embassy ,Government,https://ao.usembassy.gov/covid-19-information/,14/03/2020,
42,Angola,AGO,,,Africa,Introduction / extension of measures,Public health measures,Introduction of isolation and quarantine policies,Yes,any nationality who presents with symptoms or who has traveled to China since the start of the outbreak,Refusal to enter the country,03/03/2020,US Embassy ,Government,https://ao.usembassy.gov/covid-19-information/,14/03/2020,
48,Angola,AGO,,,Africa,Introduction / extension of measures,Public health measures,Awareness campaigns,No,"The National Molecular Biology Laboratory, installed in Luanda, more than three years ago, was authorized by the World Health Organization (WHO) to carry out tests on the new Coronavirus (Covid-19)",Not applicable,11/03/2020,All Africa,Media,https://allafrica.com/stories/202003100459.html,14/03/2020,
1070,Angola,AGO,,,Africa,Introduction / extension of measures,Movement restrictions,International flights suspension,No,"All international flights to and from Angola will be suspended as of Friday, March 20",,20/03/2020,GardaWorld,Other organisations,https://www.garda.com/crisis24/news-alerts/324512/angola-authorities-suspend-international-flights-as-of-march-20-update-3,21/03/2020,
1071,Angola,AGO,,,Africa,Introduction / extension of measures,Movement restrictions,Visa restrictions,Yes,"individuals who have transited through China, Hong Kong, Macao, South Korea, Iran, and Italy, will be prohibited from entering the country due to the ongoing coronavirus (COVID-19) outbreak.",,04/03/2020,GardaWorld,Other organisations,https://www.garda.com/crisis24/news-alerts/324512/angola-authorities-suspend-international-flights-as-of-march-20-update-4,21/03/2020,
1072,Angola,AGO,,,Africa,Introduction / extension of measures,Movement restrictions,Visa restrictions,Yes,"Authorities are temporarily banning citizens of China, South Korea, Italy, Iran, Nigeria, Egypt, and Algeria from entering Angola who have travelled directly from those countries; the restriction does not apply to those traveling via a third country.",,01/03/2020,GardaWorld,Other organisations,https://www.garda.com/crisis24/news-alerts/324512/angola-authorities-suspend-international-flights-as-of-march-20-update-5,21/03/2020,
1073,Angola,AGO,,,Africa,Introduction / extension of measures,Public health measures,Introduction of isolation and quarantine policies,Yes,the Angolan Ministry of Health announced that all travelers arriving from China will be placed under home quarantine,,06/02/2020,GardaWorld,Other organisations,https://www.garda.com/crisis24/news-alerts/324512/angola-authorities-suspend-international-flights-as-of-march-20-update-6,21/03/2020,
1984,Angola,AGO,,,Africa,Introduction / extension of measures,Movement restrictions,International flights suspension,Yes,"On Tuesday, March 17, government officials announced that all international flights to and from Angola will be suspended as of Friday, March 20",Not applicable,20/03/2020,GardaWorld,Other organisations,https://www.garda.com/crisis24/news-alerts/324512/angola-authorities-suspend-international-flights-as-of-march-20-update-3,24/03/2020,
1985,Angola,AGO,,,Africa,Introduction / extension of measures,Social distancing,Schools closure ,Yes,"Public and private higher and general education institutions in Angola are since March 23 shut for a period of 15 days,which may be extended in view of the pandemic situation in the country.",Not applicable,23/03/2020,All Africa,Media,https://allafrica.com/stories/202003240713.html,24/03/2020,
1986,Angola,AGO,,,Africa,Introduction / extension of measures,Public health measures,General recommendations,Yes,"The Minister of Health, Sílvia Lutucuta, advised employers to allow their domestic workers to stay indoors as a way to prevent the spread of Covid-19 among Angolans.",Not applicable,22/03/2020,ANGOP,Media,"http://www.angop.ao/angola/en_us/noticias/saude/2020/2/12/COVID-National-Overview,00adfc6e-c90b-4dac-8485-23ab8f05015f.html",24/03/2020,
1987,Angola,AGO,Namibe,,Africa,Introduction / extension of measures,Public health measures,Awareness campaigns,No,"The Provincial Youth Council in Namibe carried out an intense public awareness campaign on methods of disease prevention, during which, young associates distributed pamphlets with statements about the pandemic and ways of prevention.",Not applicable,22/03/2020,All Africa,Media,"http://www.angop.ao/angola/en_us/noticias/saude/2020/2/12/COVID-National-Overview,00adfc6e-c90b-4dac-8485-23ab8f05015f.html",24/03/2020,
1988,Angola,AGO,Luena City,,Africa,Introduction / extension of measures,Public health measures,Awareness campaigns,No,"The sale of dried game meat, on the informal market in Luena city, has been banned since Saturday, the 21st, as part of the implementation of measures to prevent infection by the new coronavirus (Covid - 19).",Not applicable,22/03/2020,ANGOP,Media,"http://www.angop.ao/angola/en_us/noticias/saude/2020/2/12/COVID-National-Overview,00adfc6e-c90b-4dac-8485-23ab8f05015f.html",24/03/2020,
2767,Angola,AGO,,,Africa,Introduction / extension of measures,Governance and socio-economic measures,State of emergency declared,No,15 day state of national emergency ordered by the President of the Republic from 27 Mar - ,Not available,27/03/2020,ANGOP,Media,"http://www.angop.ao/angola/en_us/noticias/politica/2020/2/13/Covid-Angola-declares-State-Emergency-from-March,c63029de-b7e8-4e3c-beae-c45f5285c9ff.html",27/03/2020,
2768,Angola,AGO,,,Africa,Introduction / extension of measures,Governance and socio-economic measures,State of emergency declared,No,"The State of Emergency, which has entered in force in Angola since March 27, for a period of 15 days, exempts the free movement of citizens seeking to buy food and provide essential services to the population.",Not available,27/03/2020,ANGOP,Media,"http://www.angop.ao/angola/en_us/noticias/politica/2020/2/13/Government-bans-people-from-remaining-streets,d6ac26dd-6238-4a09-be05-1219e353a4cb.html",27/03/2020,"http://www.angop.ao/angola/en_us/noticias/politica/2020/2/13/State-Emergency-makes-exemptions-for-acquisition-essential-goods,c40e205b-1198-40ba-b846-6e11593d4720.html"
2769,Angola,AGO,,,Africa,Introduction / extension of measures,Public health measures,Strengthening the public health system,Yes,"The Angolan Government will prioritize the regular and free supply of water to health units, informal markets, quarantine centers and prisoners, within the framework of the contingency plan to prevent the spreading of the Coronavirus (Covid-19) pandemic in the country.",Not applicable,27/03/2020,ANGOP,Media,"http://www.angop.ao/angola/en_us/noticias/politica/2020/2/13/Health-units-have-free-water-supply,8578a332-1d86-4292-8e12-b8b7dd1abcbc.html",27/03/2020,
2770,Angola,AGO,,,Africa,Introduction / extension of measures,Public health measures,Strengthening the public health system,No,"The health authorities of Cuanza Norte announced, Thursday, in Ndalatando, the opening of two centers for the screening and quarantine of suspected cases in Covid-19.",Not applicable,27/03/2020,ANGOP,Media,"http://www.angop.ao/angola/en_us/noticias/saude/2020/2/13/COVID-Quarantine-center-created-for-suspected-cases,5f726e81-cb2b-4bda-ac25-07c7ccbcfbb7.html",27/03/2020,
2771,Angola,AGO,Namibe,,Africa,Introduction / extension of measures,Movement restrictions,Border checks ,Yes,"The government of the province of Namibe will, in the coming days, acquire transport means for the National Police staff deployed on the border areas (on the border with the Republic of Namibia), to improve the patrolling and people monitoring system.",Not applicable,27/03/2020,ANGOP,Media,"http://www.angop.ao/angola/en_us/noticias/saude/2020/2/13/Covid-Transport-means-step-police-activity,b9042693-40fa-4eed-b131-e59438c6a662.html",27/03/2020,
2772,Angola,AGO,,,Africa,Introduction / extension of measures,Governance and socio-economic measures,Economic measures,Yes,"Central Bank defines rules for financial institutions operation. The National Bank of Angola (BNA) on Friday, instructed financial institutions to secure normal services supply, such as deposit of money, cash withdrawal and domestic and international transfers as well as the issuance of the customers' account statements.",Not applicable,27/03/2020,ANGOP,Media,"http://www.angop.ao/angola/en_us/noticias/economia/2020/2/13/Central-Bank-defines-rules-for-financial-institutions-operation,23d8fc64-7252-4b03-af14-878d786cc22d.html",27/03/2020,
2773,Angola,AGO,,,Africa,Introduction / extension of measures,Governance and socio-economic measures,Economic measures,Yes, Program for Strengthening the Social Protection was approved by the Economic Commission of the Council of Ministers ,,26/03/2020,ANGOP,Media,"http://www.angop.ao/angola/en_us/noticias/economia/2020/2/13/Economic-Commission-approves-social-protection-strengthening,4bac2897-d9f5-4c16-bd39-39ed9e6bad95.html",27/03/2020,
2774,Angola,AGO,Lubango,,Africa,Introduction / extension of measures,Public health measures,Strengthening the public health system,Yes,"Central hospital installs new ventilators. The Antonio Agostinho Neto Central Hospital of Lubango, in Huíla province, was reinforced, on Thursday, with two ventilating devices for intensive care beds, in an effort to fight the COVID-19 pandemic, which affects the country.",Not applicable,26/03/2020,ANGOP,Media,"http://www.angop.ao/angola/en_us/noticias/saude/2020/2/13/COVID-Central-hospital-installs-new-ventilators,a610eca7-2081-4e06-b695-89bc77f01a70.html",27/03/2020,
2775,Angola,AGO,,,Africa,Introduction / extension of measures,Public health measures,Strengthening the public health system,Yes,Multi-Sector Brigade Seizes Expired Medicines,Not applicable,26/03/2020,All Africa,Media,https://allafrica.com/stories/202003260783.html,27/03/2020,
2776,Angola,AGO,,,Africa,Introduction / extension of measures,Governance and socio-economic measures,Economic measures,Yes,"World Bank has made available USD 15 million to support the Angolan Government's efforts to combat the new coronavirus (COVID-19), said on Thursday, the World Bank (WB) resident representative, Oliver Lambert.",Not applicable,26/03/2020,ANGOP,Media,"http://www.angop.ao/angola/en_us/noticias/economia/2020/2/13/COVID-World-Bank-grants-USD-million,e61d0e55-3488-43ec-b443-73f625dc73eb.html",27/03/2020,
2777,Angola,AGO,,,Africa,Introduction / extension of measures,Social distancing,Public services closure ,Yes,"the country's formal and informal public markets are only open from six to 13:00 hours a day, taking into account the State of Emergency declared. During this period, traders will be able to sell only essential products, namely food, hygiene products, cooking gas, among others, according to the Minister of Territorial Administration and State Reform, Adão de Almeida.",Not available,27/03/2020,ANGOP,Media,"http://www.angop.ao/angola/en_us/noticias/politica/2020/2/13/State-Emergency-limits-public-markets-opening-hours,99bdabff-df01-499f-8d23-017de43737ef.html",27/03/2020,
2778,Angola,AGO,,,Africa,Introduction / extension of measures,Governance and socio-economic measures,Limit product imports/exports,No,"any staple products, fuel, medicine, equipment and expendable material for medical use are prohibited from leaving the national territory.",Not available,27/03/2020,ANGOP,Media,"http://www.angop.ao/angola/en_us/noticias/politica/2020/2/13/State-Emergency-limits-public-markets-opening-hours,99bdabff-df01-499f-8d23-017de43737ef.html",27/03/2020,
